duracao_incidente,equipamento_nome,equipamento_modelo,equipamento_grupo,turno,data_inicio,data_final,data,local_nome,secao,alarme_nome,alarme_codigo,alarme_level
72,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 18:52:51-04,2024-10-23 18:54:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
101,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:52:52-04,2024-10-23 18:54:33-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
190,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:52:58-04,2024-10-23 18:56:08-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
24,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:52:59-04,2024-10-23 18:53:23-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
45,EFT,MULTICAL,MULTICAL,3,2024-10-23 18:53:02-04,2024-10-23 18:53:47-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
46,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:53:11-04,2024-10-23 18:53:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
45,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:53:19-04,2024-10-23 18:54:04-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
121,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 18:53:21-04,2024-10-23 18:55:22-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
37,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 18:53:24-04,2024-10-23 18:54:01-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
75,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 18:53:27-04,2024-10-23 18:54:42-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
142,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 18:53:33-04,2024-10-23 18:55:55-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
40,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 18:53:34-04,2024-10-23 18:54:14-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
135,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 18:53:35-04,2024-10-23 18:55:50-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
130,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 18:53:36-04,2024-10-23 18:55:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
19,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:53:36-04,2024-10-23 18:53:55-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
26,MULTICAL,MULTICAL,MULTICAL,3,2024-10-23 18:53:40-04,2024-10-23 18:54:06-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
120,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 18:53:44-04,2024-10-23 18:55:44-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
102,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 18:53:52-04,2024-10-23 18:55:34-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
148,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:53:57-04,2024-10-23 18:56:25-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
58,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:53:59-04,2024-10-23 18:54:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
60,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 18:54:10-04,2024-10-23 18:55:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
147,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 18:54:16-04,2024-10-23 18:56:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
52,Camera-Auto,MULTICAL,MULTICAL,2,2024-10-23 18:54:22-04,2024-10-23 18:55:14-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
53,MULTICAL,MULTICAL,MULTICAL,2,2024-10-23 18:54:24-04,2024-10-23 18:55:17-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
60,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 18:54:24-04,2024-10-23 18:55:24-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
38,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:54:26-04,2024-10-23 18:55:04-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
274,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 18:54:26-04,2024-10-23 18:59:00-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
284,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:54:28-04,2024-10-23 18:59:12-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
54,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 18:54:29-04,2024-10-23 18:55:23-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
42,AUTO-DISPLAYS,MULTICAL,MULTICAL,3,2024-10-23 18:54:34-04,2024-10-23 18:55:16-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
43,EFT,MULTICAL,MULTICAL,3,2024-10-23 18:54:39-04,2024-10-23 18:55:22-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
39,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 18:54:53-04,2024-10-23 18:55:32-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
48,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 18:54:53-04,2024-10-23 18:55:41-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
34,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 18:54:56-04,2024-10-23 18:55:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
105,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 18:55:05-04,2024-10-23 18:56:50-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
51,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-23 18:55:08-04,2024-10-23 18:55:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
22,EFT,MULTICAL,MULTICAL,1,2024-10-23 18:55:09-04,2024-10-23 18:55:31-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
75,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 18:55:13-04,2024-10-23 18:56:28-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
42,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 18:55:17-04,2024-10-23 18:55:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
18,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 18:55:18-04,2024-10-23 18:55:36-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
53,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 18:55:21-04,2024-10-23 18:56:14-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
135,MULTICAL,MULTICAL,MULTICAL,2,2024-10-23 18:55:24-04,2024-10-23 18:57:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
154,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:55:26-04,2024-10-23 18:58:00-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
59,MULTICAL,MULTICAL,MULTICAL,3,2024-10-23 18:55:31-04,2024-10-23 18:56:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
121,MULTICAL,MULTICAL,MULTICAL,3,2024-10-23 18:55:39-04,2024-10-23 18:57:40-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
126,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 18:55:46-04,2024-10-23 18:57:52-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
89,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 18:55:46-04,2024-10-23 18:57:15-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
242,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 18:55:47-04,2024-10-23 18:59:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
59,Camera-Auto,MULTICAL,MULTICAL,3,2024-10-23 18:55:48-04,2024-10-23 18:56:47-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
41,EFT,MULTICAL,MULTICAL,1,2024-10-23 18:55:55-04,2024-10-23 18:56:36-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
24,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 18:55:58-04,2024-10-23 18:56:22-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
59,MULTICAL,MULTICAL,MULTICAL,3,2024-10-23 18:56:04-04,2024-10-23 18:57:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
106,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:56:05-04,2024-10-23 18:57:51-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
127,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 18:56:06-04,2024-10-23 18:58:13-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
117,Camera-Auto,MULTICAL,MULTICAL,1,2024-10-23 18:56:07-04,2024-10-23 18:58:04-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
153,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 18:56:13-04,2024-10-23 18:58:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
167,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 18:56:16-04,2024-10-23 18:59:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
130,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:56:17-04,2024-10-23 18:58:27-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
190,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:56:21-04,2024-10-23 18:59:31-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
161,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 18:56:23-04,2024-10-23 18:59:04-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
44,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:56:29-04,2024-10-23 18:57:13-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
46,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:56:29-04,2024-10-23 18:57:15-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
156,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 18:56:36-04,2024-10-23 18:59:12-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
76,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 18:56:45-04,2024-10-23 18:58:01-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
161,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 18:56:47-04,2024-10-23 18:59:28-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
20,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 18:56:59-04,2024-10-23 18:57:19-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
70,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 18:57:05-04,2024-10-23 18:58:15-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
50,AUTO-DISPLAYS,MULTICAL,MULTICAL,3,2024-10-23 18:57:09-04,2024-10-23 18:57:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
36,AUTO-DISPLAYS,MULTICAL,MULTICAL,2,2024-10-23 18:57:16-04,2024-10-23 18:57:52-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
129,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 18:57:17-04,2024-10-23 18:59:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
159,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 18:57:18-04,2024-10-23 18:59:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
178,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 18:57:21-04,2024-10-23 19:00:19-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
61,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 18:57:22-04,2024-10-23 18:58:23-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
154,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 18:57:30-04,2024-10-23 19:00:04-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
209,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 18:57:30-04,2024-10-23 19:00:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
306,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:57:31-04,2024-10-23 19:02:37-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
186,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 18:57:35-04,2024-10-23 19:00:41-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
41,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 18:57:35-04,2024-10-23 18:58:16-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
59,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 18:57:36-04,2024-10-23 18:58:35-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
102,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 18:57:39-04,2024-10-23 18:59:21-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
90,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 18:57:51-04,2024-10-23 18:59:21-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
42,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 18:57:53-04,2024-10-23 18:58:35-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
97,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 18:57:59-04,2024-10-23 18:59:36-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
53,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 18:58:12-04,2024-10-23 18:59:05-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
56,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 18:58:14-04,2024-10-23 18:59:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
59,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 18:58:20-04,2024-10-23 18:59:19-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
50,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 18:58:20-04,2024-10-23 18:59:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
162,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 18:58:24-04,2024-10-23 19:01:06-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
26,Camera-Auto,MULTICAL,MULTICAL,2,2024-10-23 18:58:25-04,2024-10-23 18:58:51-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
27,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 18:58:31-04,2024-10-23 18:58:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
147,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 18:58:32-04,2024-10-23 19:00:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
156,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 18:58:34-04,2024-10-23 19:01:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
91,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:58:39-04,2024-10-23 19:00:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
137,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 18:58:46-04,2024-10-23 19:01:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
172,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 18:58:48-04,2024-10-23 19:01:40-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
44,MULTICAL,MULTICAL,MULTICAL,1,2024-10-23 18:58:55-04,2024-10-23 18:59:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
123,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 18:58:57-04,2024-10-23 19:01:00-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
163,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 18:59:12-04,2024-10-23 19:01:55-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
56,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 18:59:17-04,2024-10-23 19:00:13-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
201,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 18:59:17-04,2024-10-23 19:02:38-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
36,Camera-Auto,MULTICAL,MULTICAL,1,2024-10-23 18:59:27-04,2024-10-23 19:00:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
185,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 18:59:32-04,2024-10-23 19:02:37-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
73,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 18:59:34-04,2024-10-23 19:00:47-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
51,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 18:59:39-04,2024-10-23 19:00:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
190,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 18:59:48-04,2024-10-23 19:02:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
44,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 18:59:54-04,2024-10-23 19:00:38-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
53,Camera-Auto,MULTICAL,MULTICAL,2,2024-10-23 18:59:56-04,2024-10-23 19:00:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
